is_course,is_major,is_campus,name,id
1,0,0,3-D Foundation,1032
1,0,0,3-Dimensional Art and Contemporary Approaches to Sculpture,1907
1,0,0,A Natural History of Garbage,1816
1,0,0,Abnormal Psychology,650
1,0,0,Accelerated Elementary Portuguese,1593
1,0,0,Accelerated Intermediate Spanish,1970
1,0,0,Accelerated [Honors] Advanced Calculus,64
1,0,0,Accelerated [Honors] Calculus,56
1,0,0,Access to Space,1198
1,0,0,Accompanying,1493
1,0,0,Acting,882
1,0,0,Addictions and Mental Illness in Criminal Justice,1913
1,0,0,Adolescent Psychology,1946
1,0,0,Adult Development,2004
1,0,0,Adult Medicine I,1453
1,0,0,Adult Medicine II,1459
1,0,0,Advanced Computer Programming,1897
1,0,0,Advanced Conversational German Through Films,1236
1,0,0,Advanced Creative Nonfiction,2015
1,0,0,"Advanced Database Design, Management, and Maintenance",1340
1,0,0,Advanced Drawing,435
1,0,0,Advanced Expository Writing,1547
1,0,0,Advanced Fiction Writing,2013
1,0,0,Advanced French,1222
1,0,0,Advanced General Chemistry,803
1,0,0,Advanced Gis,1825
1,0,0,Advanced Industrial Design,1055
1,0,0,Advanced Industrial Design: Professional Practice,1053
1,0,0,Advanced Multivariable Calculus I,12
1,0,0,Advanced Poetry Writing,2017
1,0,0,Advanced Readings in Modern Chinese,952
1,0,0,Advanced Reporting and Newswriting,987
1,0,0,Advanced Seminar in Disability Studies,1328
1,0,0,Advanced Syntax and Composition,1379
1,0,0,Advanced Topics in Digital Animation,1043
1,0,0,Advanced Topics in Medical Anthropology,252
1,0,0,Advanced Writing and Conversation,1238
1,0,0,Advanded Alternative Studies,1029
1,0,0,Advertising,1776
1,0,0,Aerospace Instrumentation,18
1,0,0,Aerospace Studies 300,514
1,0,0,Africa Living with Hiv/Aids,274
1,0,0,African American Literature From Slavery to the Present,1855
1,0,0,African American Women's Literature,1863
1,0,0,African Art and Society,462
1,0,0,African-American History,1739
1,0,0,African-American History 1865-1945,1733
1,0,0,African-American History 1945-Present,1688
1,0,0,Alexander Technique,1095
1,0,0,Algebra,203
1,0,0,Algebra with Applications,33
1,0,0,Algebraic and Quantitative Reasoning,671
1,0,0,Alternative Approaches to Art and Design,422
1,0,0,Alternative Movement Studies,104
1,0,0,American Architecture,1715
1,0,0,American Art,423
1,0,0,American Constitutional Law,1990
1,0,0,"American Cultures and Perspectives: Class, Ethnicity, Gender, and Race",1665
1,0,0,American Environmental Thought,692
1,0,0,American Ethnic Literatures,632
1,0,0,American Foreign Policy,1216
1,0,0,"American History I, 1607-1877",1702
1,0,0,"American History II, 1877-Present",1711
1,0,0,American Indian History I: European Discovery to 1,215
1,0,0,American Indian History II: 1840 to Present,201
1,0,0,American Indians and the Law,186
1,0,0,American Indians in Cinema,177
1,0,0,American Labor Since the Civil War,1735
1,0,0,"American Literary Movements, Genres, and Historical Periods",1869
1,0,0,American Literature: Later Nineteenth Century,1128
1,0,0,American Literature: the Early Nation,1126
1,0,0,American Lives,541
1,0,0,American Military History II,1741
1,0,0,American Musical Theater,1322
1,0,0,American Poetry,1884
1,0,0,American Popular Song,36
1,0,0,American Religions,768
1,0,0,Analyses of Stone Artifacts,307
1,0,0,Analysis and Design,996
1,0,0,Analysis for Biologists I,127
1,0,0,Analysis for Biologists II,134
1,0,0,Analytical Thinking,1725
1,0,0,Anatomy and Physiology in Clinical Medicine,1458
1,0,0,Anatomy and Physiology of Speech,1629
1,0,0,Anatomy for Dance,1008
1,0,0,Ancient Literature of Western Civilization,1712
1,0,0,Anglo-American Folk Music,887
1,0,0,Animal Behavior,1960
1,0,0,Animation Capstone,1044
1,0,0,Anthropology Honors Thesis,260
1,0,0,Anthropology Through Visual Media,205
1,0,0,Anthropology and International Health,356
1,0,0,Anthropology and Sport,344
1,0,0,Anthropology of Popular Culture,254
1,0,0,Anthropology of the Body,253
1,0,0,Anthropology of the Post-Soviet States,1214
1,0,0,Antisemitism and the Holocaust,1749
1,0,0,Applications of Algebra to Business and Economics,1120
1,0,0,Applications of Calculus to Business and Economics,34
1,0,0,Applied Biomechanics of Human Movement,351
1,0,0,Applied Electromagnetics,684
1,0,0,Applied Linear Algebra and Numerical Analysis,42
1,0,0,Applied Statistics for Social and Human Services,1732
1,0,0,Appreciation of Architecture I,23
1,0,0,Appreciation of Architecture II,45
1,0,0,Approaches to Social Research,695
1,0,0,Aquatic Animal Physiology and Reproduction,144
1,0,0,Aquatic Microbiology,158
1,0,0,Archaeological Gis,290
1,0,0,Archaeological Laboratory Techniques,283
1,0,0,Archaeological Mapping,278
1,0,0,Archaeology in Film,287
1,0,0,Archaeology of Africa and Eurasia,289
1,0,0,Archaeology of the Artic,288
1,0,0,Architectural Design Drawing I,381
1,0,0,Architectural Design Drawing II,366
1,0,0,Architectural Design Drawing III,373
1,0,0,Architectural Design IV,407
1,0,0,Architectural Design and Representation I,360
1,0,0,Architectural Design and Representation II,361
1,0,0,Architectural Studies Abroad - History and Theory,403
1,0,0,Architectural Studies Abroad - Representation,410
1,0,0,Architectural Studies Abroad - Urban Fieldwork,408
1,0,0,Architecture of the Ancient World,200
1,0,0,Argument and Research in Writing,1659
1,0,0,Art History and Criticism,479
1,0,0,Art Since World War II,440
1,0,0,Art Techniques,630
1,0,0,Art and Culture in China,1864
1,0,0,Art and Culture in India,1770
1,0,0,Art and Public Spaces,594
1,0,0,Art of India: Mohenjo-Daro to the Mughals,429
1,0,0,Art of the Americas,1750
1,0,0,Arts Workshop,654
1,0,0,Arts and Sciences: An Immersion Introduction,487
1,0,0,Arts in Context,628
1,0,0,Asian American History,1723
1,0,0,Asian American Theater,1303
1,0,0,Asian Civilizations: Traditions,1208
1,0,0,Asian-American Communities and Social Policies,1309
1,0,0,Asian-American Identity,1306
1,0,0,Assessment and Evaluation of Urban Sustainability,1821
1,0,0,Astrobiology: Life in the Universe,1047
1,0,0,Astronomy,95
1,0,0,Astronomy for Scientists and Engineers,494
1,0,0,Atmospheric Flight Mechanics,19
1,0,0,Atmospheric Motions I,516
1,0,0,Atmospheric Motions II,515
1,0,0,Atmospheric Radiative Transfer,520
1,0,0,Atmospheric Structure and Analysis,518
1,0,0,Attic Prose,974
1,0,0,Automatic Control,1422
1,0,0,Ballet Technique,1013
1,0,0,Ballet Technique I,1015
1,0,0,Ballet Technique II,265
1,0,0,Ballet Technique III,1011
1,0,0,Ballet Technique IV,1019
1,0,0,Baltic Cultures,1217
1,0,0,Basic Audiometry,1632
1,0,0,Basic Clinical Skills for the Medex Practitioner,1455
1,0,0,Basic Educational Statistics,755
1,0,0,Basic German Review,1237
1,0,0,Basic Keyboard,1376
1,0,0,Basic Photography,402
1,0,0,Basic Science in Clinical Medicine,1451
1,0,0,Basic Swahili,1569
1,0,0,Basic Tagalog,1304
1,0,0,Beginning Drawing: the Figure,411
1,0,0,Beginning Painting,414
1,0,0,Beginning Playwriting,1088
1,0,0,Beginning Scientific Computing,5
1,0,0,Beginning Short Story Writing,420
1,0,0,Beginning Tap,1017
1,0,0,Beginning Technical Practices,1099
1,0,0,Beginning Verse Writing,210
1,0,0,Behavior Disorders,154
1,0,0,Behavioral Medicine,1452
1,0,0,Behavioral Medicine I,1450
1,0,0,Biochemical Molecular Engineering,793
1,0,0,Biochemistry,924
1,0,0,Biochemistry I,606
1,0,0,Biochemistry II,613
1,0,0,Biochemistry Laboratory,608
1,0,0,Biodemography Seminar,343
1,0,0,Bioengineering Systems and Control,799
1,0,0,Bioengineerng Capstone Principles,804
1,0,0,Bioethics,710
1,0,0,Biofutures,938
1,0,0,Biogeography,1966
1,0,0,Biological Frameworks for Engineers,928
1,0,0,Biology of Fishes,121
1,0,0,Biology of Shellfishes,133
1,0,0,Biomedical Signals and Sensors,791
1,0,0,Biomedical Signals and Sensors Laboratory,796
1,0,0,Biopsychology,131
1,0,0,Biopsychosocial Human Services,1975
1,0,0,Bioresource Engineering III,844
1,0,0,Bioresources Design I,851
1,0,0,Bioresources Laboratory,841
1,0,0,Bioscientific Vocabulary Building From Latin and Greek,102
1,0,0,Biotransport I,798
1,0,0,Biotransport II,792
1,0,0,Black Freedom Movement in Perspective,1744
1,0,0,Black Women in Drama,1272
1,0,0,Blacks in American Law,1274
1,0,0,Boundary-Layer Meteorology,517
1,0,0,Brain and Behavior,776
1,0,0,British Empire,1742
1,0,0,Business Finance,576
1,0,0,Business Policy and Strategic Management,1707
1,0,0,Business Statistics,588
1,0,0,Business Writing,575
1,0,0,Business of Health Care,1976
1,0,0,"Business, Government, and Society",1132
1,0,0,C for System Programming,1908
1,0,0,Calculus I: Origins and Early Developments,560
1,0,0,Calculus II: Foundations and the Emergence of Modern Analysis,586
1,0,0,Calculus for the Life and Social Sciences,587
1,0,0,Calculus with Analytic Geometry I,16
1,0,0,Calculus with Analytic Geometry II,13
1,0,0,Calculus with Analytic Geometry III,0
1,0,0,Capstone Project in Electrical Engineering I,683
1,0,0,Care in Illness I,1535
1,0,0,Care in Illness II,1532
1,0,0,Case Studies in Corporate Identity,1058
1,0,0,Chado-Japanese Esthetics,467
1,0,0,Chamber Music,1494
1,0,0,Chemical Dependency,2006
1,0,0,Chemical Engineering Laboratory I,927
1,0,0,Chemical Engineering Thermodynamics,855
1,0,0,Chemical Enginering Computer Skills,933
1,0,0,Chemistry and Life,673
1,0,0,Chicanas: Gender and Race Issues,1257
1,0,0,Chicano Film and Narrative,1605
1,0,0,Child Abnormal Psychology,1935
1,0,0,Child Development and Learning,1104
1,0,0,Child Observation and Assessment,1117
1,0,0,Children and Television,2009
1,0,0,Children's Literature and Reader Response Criticism,649
1,0,0,Children's and Young Adult Literature,2014
1,0,0,China's Rise and Its Global Economic Implications,1974
1,0,0,Chinese Art and Visual Culture,418
1,0,0,Chinese History From Earliest Times to 1276,957
1,0,0,Chinese Painting,433
1,0,0,Chinese Prose,953
1,0,0,Choreographic Workshop,1020
1,0,0,Cicero and Ovid,975
1,0,0,Circuit Theory,47
1,0,0,Cities and Citizenship,1823
1,0,0,Cities and the Constitution,1843
1,0,0,Cities in World Development,1830
1,0,0,City Worlds,1831
1,0,0,"Civil Rights, Civil Liberties",1947
1,0,0,Civil and Human Rights Law for Disabled People,1324
1,0,0,Civil-Military Relations in Democracies,1565
1,0,0,"Class, Labor, and American Capitalism",1546
1,0,0,Climate Change,2019
1,0,0,Climate and Climate Change,167
1,0,0,Clinical Applications of Anatomy and Physiology,1528
1,0,0,Clinical Biochemistry for Medical Laboratory Scientists,1448
1,0,0,Clinical Coagulation,1441
1,0,0,Clinical Immunohematology,1440
1,0,0,Clinical Nursing Phenomena,1792
1,0,0,Collaboration and Improvisation,1033
1,0,0,Colloquium in History and Science,1316
1,0,0,Colloquium: Introduction to History,1310
1,0,0,Colonial Society and the Negotiation of Rule in Latin America and the Caribbean,1611
1,0,0,Colonialism and Culture,258
1,0,0,Color Studies Studio,368
1,0,0,Color and Composition,1039
1,0,0,Comic Books and Graphic Novels,651
1,0,0,Communication Power and Difference,985
1,0,0,Communication in Small Groups,1615
1,0,0,"Communication,Conflict, and Cooperation",1619
1,0,0,Communications Law,1991
1,0,0,Communications Programs,1060
1,0,0,Community Development,1833
1,0,0,Community Ecology,170
1,0,0,Community Organizations and the Nonprofit Sector,1840
1,0,0,Community and Economy,1818
1,0,0,Comparative American Ethnic Literature,110
1,0,0,Comparative Animal Behavior,135
1,0,0,Comparative Economic Development,831
1,0,0,Comparative Law and Courts,1414
1,0,0,Comparative Media Systems,1614
1,0,0,Comparative Religion,275
1,0,0,Comparative Study of Death,331
1,0,0,Composition: Exposition,14
1,0,0,Composition: Literature,20
1,0,0,Composition: Social Issues,69
1,0,0,Computation Physical Modeling,744
1,0,0,Computational Problem Solving,1700
1,0,0,Computational Protein Design,808
1,0,0,Computer Animation,1048
1,0,0,Computer Architecture,1924
1,0,0,Computer Networks and Distributed Applications,1342
1,0,0,Computer Networks and the Internet,1758
1,0,0,Computer Programming,1377
1,0,0,Computer Programming I,21
1,0,0,Computer Programming II,41
1,0,0,Computers and Society,722
1,0,0,Computers in Architecture,398
1,0,0,"Computers, Ethics, and Society",1906
1,0,0,Computing Technology and Public Policy,1003
1,0,0,Concepts in Printmaking,425
1,0,0,Concert Band,325
1,0,0,Consciousness Studies,783
1,0,0,Conservation Biology,704
1,0,0,Conservation and Management of Aquatic Resources,123
1,0,0,Construction Contract Documents,400
1,0,0,Construction Methods and Materials I,396
1,0,0,Construction Methods and Materials II,397
1,0,0,Construction and Culture,364
1,0,0,Consumer Marketing,1677
1,0,0,Contemporary American Indian Literature,197
1,0,0,Contemporary American Indian Literature: a Northwest Focus,180
1,0,0,Contemporary Art and Studio Drawing,1867
1,0,0,Contemporary Cuban Culture,1969
1,0,0,Contemporary Environmental Issues and the Media,1922
1,0,0,Contemporary Ethnography,311
1,0,0,Contemporary European History Since 1815,1224
1,0,0,Contemporary Feminist Theory,1251
1,0,0,Contemporary Issues in Photography,445
1,0,0,Contemporary Italian Culture,1385
1,0,0,Contemporary Literature,623
1,0,0,Contemporary Moral Problems,198
1,0,0,Contemporary Problems of Asian Americans,113
1,0,0,Contemporary Social Movements,1321
1,0,0,Contemporary Spain,259
1,0,0,Contemprary Inddian Gaming and Casinos,178
1,0,0,Content Strategy in Information Architecture,1347
1,0,0,Continuous Time Linear Systems,678
1,0,0,Conversation and Writing Skills,1204
1,0,0,Conversational German Through Films,1247
1,0,0,Creating Drama,1093
1,0,0,Creative Nonfiction Writing,1857
1,0,0,Creative Writing: Poetry,645
1,0,0,Creativity and Innovation,847
1,0,0,Creativity and Society,436
1,0,0,Crime Scenes: Investigating the Cinema and Its Cultures,1242
1,0,0,"Crime, Politics, and Justice",1277
1,0,0,Criminal Investigation,1914
1,0,0,Criminology,895
1,0,0,Critical Analysis and Writing to Improve Decision,1791
1,0,0,Critical Analysis of Theatre,474
1,0,0,Critical Approaches to Mass Communication,1921
1,0,0,Critical Conversations in American Indian Studies,185
1,0,0,Critical Issues in Contemporary Art,427
1,0,0,Critical Issues in Global Health,1987
1,0,0,Critical Practice,1121
1,0,0,Critical Reasoning,659
1,0,0,Critical Theory and Gis Practicum,1826
1,0,0,Critical Thinking in Nursing,750
1,0,0,Cross Cultural Studies in Contemporary Women's Fiction,1948
1,0,0,Cross-Cultural Communication Design,2016
1,0,0,Cross-Cultural Grieving,1938
1,0,0,Cross-Cultural Philosophies and Religions,653
1,0,0,Crystallography and Structure,1466
1,0,0,Cultural Codes in Communication,1617
1,0,0,Cultural History of Rome,658
1,0,0,Cultural Identity and Art,1865
1,0,0,Cultural Interactions in An Interdependent World,1203
1,0,0,Cultural Studies,1940
1,0,0,Culture and Rights: Exploring the Meaning and Practice of Human Rights,309
1,0,0,"Culture, Diversity, and Nursing Practice",772
1,0,0,"Culture, Knowledge, and Education",670
1,0,0,"Culture, Politics, and Society in France From the Religious Wars to Revolutions",897
1,0,0,Current Health Topics,762
1,0,0,Current Issues in Education,914
1,0,0,Current Topics in Computer Science and Engineering,991
1,0,0,Dance Composition I,1016
1,0,0,Dance Esthetics,1021
1,0,0,Data Structures,1905
1,0,0,Data Structures and Algorithms,53
1,0,0,Data Structures and Parallelism,977
1,0,0,"Data Structures, Algorithms, and Discrete Mathematics II",994
1,0,0,Data and Discourse,2002
1,0,0,Database Management and Data Analysis,1767
1,0,0,Database Systems,1000
1,0,0,Deal-Making and Negotiations,1317
1,0,0,Death and American Society,1984
1,0,0,Deep Sea Exploration: Submarine Volcanoes and Novel Life Forms,142
1,0,0,Depositional Environments,1180
1,0,0,Derivatives,1695
1,0,0,Design Case Studies: Interaction Design Technology and Production,1042
1,0,0,Design Drawing,1034
1,0,0,Design Drawing I,190
1,0,0,Design Drawing II,377
1,0,0,Design Drawing III,395
1,0,0,Design Foundations,385
1,0,0,Design Foundations Studio,1402
1,0,0,Design Theory and Analysis,369
1,0,0,Design in Materials Engineering I,1478
1,0,0,Designing Media Experiences - Mx,721
1,0,0,Designing the Future,378
1,0,0,Developmental Aspects of Communication,1631
1,0,0,Developmental Biology,828
1,0,0,Developmental Psychology,1362
1,0,0,Devices and Circuits I,680
1,0,0,Devices and Circuits II,677
1,0,0,Devices and Controls,1911
1,0,0,Diagnosis of Speech and Language Disorders,1636
1,0,0,Diction for Singers,1499
1,0,0,"Digital Art and New Media:History, Theory, and Pra",446
1,0,0,Digital Circuits and Systems,676
1,0,0,Digital Cities,1817
1,0,0,Digital Imaging I,444
1,0,0,Digital Sound,1100
1,0,0,Digital Systems Design,1904
1,0,0,Digital Thinking,732
1,0,0,Dinosaurs,58
1,0,0,Directed Readings,1789
1,0,0,Directed Study/Research,702
1,0,0,"Disability Law, Policy, and the Community I&S",1323
1,0,0,Discovery Core I: Individuals and Society,537
1,0,0,"Discovery Core I: Visual, Literary, and Performing Arts",542
1,0,0,Discovery Core I: the Arts,548
1,0,0,Discovery Core I: the Natural World,611
1,0,0,Discovery Core II: Individuals and Society,554
1,0,0,Discovery Core II: Natural World,668
1,0,0,"Discovery Core II: Visual, Literary, and Performing Arts",547
1,0,0,Discovery Core II: the Natural World,584
1,0,0,Discovery Core III: Individuals and Society Portfolio and Experiential Learning,666
1,0,0,Discovery Core III: Natural World Portfolio and Experiential Learning,665
1,0,0,"Discovery Core III: Visual, Literary, and Performing Arts Portfolio and Experiential Learning",618
1,0,0,Discovery Core III: the Portfolio and Experiential Learning,596
1,0,0,Discovery Core III: the Portfolio and Experiential Learning in Individuals and Society,546
1,0,0,"Discovery Core III: the Portfolio and Experiential Learning in Visual, Literary, and Performing Arts",553
1,0,0,Discovery Seminar in Individuals and Society,470
1,0,0,Discovery Seminar in the Natural World,68
1,0,0,Discrete Mathematical Modeling,81
1,0,0,Discrete Structures I,1890
1,0,0,Discrete Time Linear Systems,681
1,0,0,Disease Concepts for Managers,1290
1,0,0,Disproportionality Across Systems,1919
1,0,0,Diversity and Equity in Schools and Curriculum,1747
1,0,0,Diversity: Issues of Exclusion and Inclusion,1793
1,0,0,Doing Community History,1748
1,0,0,Drawing,380
1,0,0,Drawing for Design Communication,1038
1,0,0,Drugs and Society,1417
1,0,0,"Early American Music, Art, Literature, and Theater",1719
1,0,0,"Early American Politics, Constitution, and Law",1734
1,0,0,Early Childhood Curriculum,1109
1,0,0,Early Modern European History: 1450-1648,1220
1,0,0,Earth History,1965
1,0,0,Earth Materials and Processes,1176
1,0,0,Earthquakes,219
1,0,0,East European Film,894
1,0,0,Eco-Art: Art Created in Response to the Environmental Crisis,1861
1,0,0,Ecological Design and Planning,1401
1,0,0,Ecological Methods,787
1,0,0,Ecology,564
1,0,0,Ecology and Its Applications,1953
1,0,0,Ecology and the Environment,698
1,0,0,Econometrics,1705
1,0,0,Economic Geography,1305
1,0,0,Economics of Public Policy,1685
1,0,0,Ecosystem Management,1149
1,0,0,Editorial Visualizations,1061
1,0,0,Education and Society,635
1,0,0,Effective Managerial Communications,1655
1,0,0,Effects of Mass Communication,1622
1,0,0,Electric Circuits Laboratory,497
1,0,0,Electrical Circuits,1891
1,0,0,Electromagnetism,1552
1,0,0,Electromagnetism and Oscillatory Motion,6
1,0,0,Electronic Properties of Materials,1472
1,0,0,Electronic and Analog Circuits,1902
1,0,0,Elementary American Sign Language I,1638
1,0,0,Elementary American Sign Language II,1639
1,0,0,Elementary American Sign Language III,1028
1,0,0,Elementary Arabic,1502
1,0,0,Elementary Biblical Hebrew,1573
1,0,0,Elementary Directing,1092
1,0,0,Elementary French,63
1,0,0,Elementary Greek,971
1,0,0,Elementary Italian,187
1,0,0,Elementary Latin,295
1,0,0,Elementary Mathematical Physics,492
1,0,0,Elementary Music Theory,44
1,0,0,Elementary Norwegian,1526
1,0,0,Elementary Persian,1505
1,0,0,Elementary Physiology Laboratory,246
1,0,0,Elementary Portuguese,1597
1,0,0,Elementary Spanish,193
1,0,0,Elementary Swedish,1584
1,0,0,Elementary Turkish,1517
1,0,0,Elements of Statistical Methods,51
1,0,0,Emergency Medicine I for the Medex Practitioner,1460
1,0,0,Emergency Medicine II for the Medex Practitioner,1456
1,0,0,Emerging Topics in Information Assurance and Cybersecurity,1349
1,0,0,Empires and Imperialism in World History,1676
1,0,0,Energy Future: the Technical and Social Barriers to Large-Scale Sustainable Energy,1555
1,0,0,Energy and Entropy,852
1,0,0,Energy and Environment,936
1,0,0,Energy and the Environment,1815
1,0,0,Engaging Interactions and Environments,1112
1,0,0,Engaging Literary Arts,627
1,0,0,Engaging Performing Arts,598
1,0,0,Engaging Visual Arts,599
1,0,0,Engineering Statics,9
1,0,0,Engineering Thermodynamics,1424
1,0,0,English Literature: the Age of Victoria,1124
1,0,0,English for International Teaching Assistants,1806
1,0,0,Enterprise Risk Management,1350
1,0,0,Environmental Change in the Glacial Ages,1183
1,0,0,Environmental Chemistry,1961
1,0,0,Environmental Control Principles,393
1,0,0,Environmental Earth Science,1171
1,0,0,Environmental Ethics,1145
1,0,0,Environmental Geography,656
1,0,0,Environmental Health Policy and Practice,1143
1,0,0,Environmental Health in Media,885
1,0,0,Environmental Justice,188
1,0,0,Environmental Law,1959
1,0,0,Environmental Monitoring Practicum,687
1,0,0,Environmental Policy,2000
1,0,0,Environmental Polution: Assessing Porblems and Sol,384
1,0,0,Environmental Research Experiences,1958
1,0,0,Environmental Research Seminar,1951
1,0,0,Environmental Science Senior Seminar,1957
1,0,0,Environmental Studies:Comunication and Information,1144
1,0,0,Environmental and Occupational Sampling and Analysis I,1141
1,0,0,Environmental and Resource Assessment,1153
1,0,0,Envrionmental Justice,699
1,0,0,Essentials of Grant Writing and Fund Raising,1842
1,0,0,Estonian Literary and Cultural History,1197
1,0,0,Ethical Issues in Healthcare,1796
1,0,0,Ethical Issues in Mass Communication,1851
1,0,0,Ethics and the Environment,691
1,0,0,Ethnic Politics and Nationalism in Multi-Ethnic Societies,1210
1,0,0,Ethnic Studies in Drama,1090
1,0,0,Europe Study Abroad,1211
1,0,0,Europe Today,1202
1,0,0,Europe and the Modern World,764
1,0,0,Europe in the Nineteenth Century,1718
1,0,0,European Witch Trials,893
1,0,0,Evolution,780
1,0,0,Evolution and Revolution: An Introduction to The..,814
1,0,0,Evolution of Human Social Behavior,347
1,0,0,Evolution of the Earth,1177
1,0,0,Evolutionary Biology and Human Diversity,321
1,0,0,Evolutionary Medicine,282
1,0,0,Evolutionary Perspectives On Sex and Gender Roles,327
1,0,0,Exceptional Children I&S,1108
1,0,0,Exhibition and Installation Design,1066
1,0,0,Experimenting Through the Arts,640
1,0,0,Explanation and Understanding in Geography,1233
1,0,0,Exploring Archaeology,302
1,0,0,Exploring Cities: An Introduction to Urban Studies,1780
1,0,0,Exploring Environment and Health Connections,875
1,0,0,Exploring Sociocultural Anthropology,244
1,0,0,Exploring the Humanities in Healthcare,757
1,0,0,Expository Writing,1359
1,0,0,Expressive Culture,266
1,0,0,Failure Analysis of Human Physiology,805
1,0,0,Families in Society,1800
1,0,0,"Fashion, Nation, and Culture",60
1,0,0,"Feminism, Racism, and Anti-Racism",1258
1,0,0,Feminist Anthropology,1266
1,0,0,Feminist Perspectives in Film and Literature,2011
1,0,0,Field Course in Archaeology,292
1,0,0,Field Geology,1182
1,0,0,Film Directors,1866
1,0,0,Film Studies,1664
1,0,0,Film and Human Values,1883
1,0,0,Finance Concepts for Healthcare Managers,1295
1,0,0,Finance and Accounting From a Sustainability Perspective,850
1,0,0,Finance and Investment,1694
1,0,0,Financial Accounting I: Users Approach to Accounting,1649
1,0,0,Financial Accounting II: the Reporting Process,1650
1,0,0,Finite Element Analysis,1430
1,0,0,First Nations Filmmaking in Canada,191
1,0,0,First-Year Chinese,1701
1,0,0,First-Year Chinese for Heritage Learners,964
1,0,0,First-Year Chinese for Non-Heritage Learners,940
1,0,0,First-Year Chinese for Non-Heritiage Learners,943
1,0,0,First-Year Classical Chinese,944
1,0,0,First-Year Ear Training I,1488
1,0,0,First-Year Ear Training II,1491
1,0,0,First-Year German,340
1,0,0,First-Year Intensive French,1232
1,0,0,First-Year Intensive Korean,1395
1,0,0,First-Year Japanese,100
1,0,0,First-Year Korean Non-Heritage,1193
1,0,0,First-Year Korean for Novice Learners,1393
1,0,0,First-Year Russian,769
1,0,0,First-Year Theory I,1487
1,0,0,First-Year Theory II,1489
1,0,0,Fish and Wildlife Toxicology,153
1,0,0,Fisheries Ecology,150
1,0,0,Fluency in Information Technology,1301
1,0,0,Fluids and Materials Laboratory,797
